movieId,imdbId,title,overview,productionCompanies,releaseDate,budget,revenue,runtime,language,genres,status,sentiment,budget_tier,revenue_tier,production_effectiveness,audience_appeal
17,tt0411267,The Dark,Adèle and her daughter Sarah are traveling on the Welsh coastline to see her husband James when Sarah disappears. A different but similar looking girl appears who says she died in a past time. Adèle tries to discover what happened to her daughter as she is tormented by Celtic mythology from the past.,"[{""name"": ""Constantin Film"", ""id"": 47}, {""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Isle of Man Film"", ""id"": 2268}, {""name"": ""UK Film Council"", ""id"": 2452}]",2006-01-26,0,0,87.0,,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",Released,mixed,low,low,4,mysterious psychological horror
18,tt0119116,The Fifth Element,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.","[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Gaumont"", ""id"": 9}]",1997-05-07,90000000,263920180,126.0,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",Released,positive,medium,medium,8,colorful sci-fi adventure
19,tt0017136,Metropolis,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universum Film (UFA)"", ""id"": 12372}]",1927-01-10,92620000,650422,153.0,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",Released,neutral,high,low,2,visionary social commentary
20,tt0314412,My Life Without Me,A Pedro Almodovar production in which a fatally ill mother with only two months to live creates a list of things she wants to do before she dies with out telling her family of her illness.,"[{""name"": ""El Deseo"", ""id"": 49}, {""name"": ""Milestone Productions"", ""id"": 77}]",2003-03-07,0,9726954,106.0,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Released,mixed,low,low,5,poignant life reflections
21,tt0060371,The Endless Summer,"The Endless Summer, by Bruce Brown, is one of the first and most influential surf movies of all times. The film documents American surfers Mike Hynson and Robert August as they travel the world during California’s winter (which back in 1965 was off-season for surfing) in search of the perfect wave and an endless summer.","[{""name"": ""Bruce Brown Films"", ""id"": 13723}]",1966-06-15,0,0,95.0,,"[{""id"": 99, ""name"": ""Documentary""}]",Released,positive,low,medium,8,inspirational surf journey
22,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.","[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}]",2003-07-09,140000000,655011224,143.0,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",Released,positive,high,high,9,swashbuckling adventure
24,tt0266697,Kill Bill: Vol. 1,"An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.","[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""Super Cool ManChu"", ""id"": 39121}]",2003-10-10,30000000,180949000,111.0,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",Released,positive,medium,medium,8,stylish revenge thriller
25,tt0418763,Jarhead,"Jarhead is a film about a US Marine Anthony Swofford’s experience in the Gulf War. After putting up with an arduous boot camp, Swafford and his unit are sent to the Persian Gulf where they are earger to fight but are forced to stay back from the action. Meanwhile Swofford gets news of his girlfriend is cheating on him. Desperately he wants to kill someone and finally put his training to use.","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Neal Street Productions"", ""id"": 1522}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Motion Picture KAPPA Produktionsgesellschaft"", ""id"": 19934}]",2005-11-04,72000000,96889998,125.0,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",Released,mixed,medium,medium,6,gritty war drama
26,tt0352994,Walk on Water,"Eyal, an Israeli Mossad agent, is given the mission to track down and kill the very old Alfred Himmelman, an ex-Nazi officer, who might still be alive. Pretending to be a tourist guide, he befriends his grandson Axel, in Israel to visit his sister Pia. The two men set out on a tour of the country during which, Axel challenges Eyal's values.","[{""name"": ""Lama Films"", ""id"": 15}, {""name"": ""United King Films"", ""id"": 16}]",2004-02-05,1400000,0,103.0,,"[{""id"": 18, ""name"": ""Drama""}]",Released,mixed,low,low,5,moral conflict and friendship
27,tt0411705,9 Songs,"Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.","[{""name"": ""Revolution Films"", ""id"": 163}]",2004-07-16,1000000,1574623,66.0,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",Released,neutral,low,low,3,intimate musical romance
28,tt0078788,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.","[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Zoetrope Studios"", ""id"": 26663}]",1979-08-15,31500000,89460381,153.0,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",Released,mixed,medium,medium,7,intense war drama
30,tt1530535,Magnetic Rose,Koji Morimato’s animated science fiction short story about how the boarder between reality and illusion on a space station become blurry.,"[{""name"": ""Studio 4°C"", ""id"": 11671}]",1995-12-23,0,0,44.0,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}]",Released,neutral,low,low,6,thought-provoking sci-fi
33,tt0105695,Unforgiven,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.","[{""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}]",1992-08-07,14000000,159157447,131.0,,"[{""id"": 37, ""name"": ""Western""}]",Released,positive,low,medium,8,gritty moral redemption
35,tt0462538,The Simpsons Movie,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.","[{""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",2007-07-25,75000000,527068851,87.0,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",Released,positive,medium,high,8,humorous family adventure
38,tt0338013,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.","[{""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""This Is That Productions"", ""id"": 10059}, {""name"": ""Focus Features"", ""id"": 10146}]",2004-03-19,20000000,72258126,108.0,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Released,mixed,medium,medium,7,poignant memory exploration
55,tt0245712,Amores perros,Three different people in Mexico City are catapulted into dramatic and unforeseen circumstances in the wake of a terrible car crash: a young punk stumbles into the sinister underground world of dog fighting; an injured supermodel's designer pooch disappears into the apartment's floorboards; and an ex-radical turned hit man rescues a gunshot Rotweiler.,"[{""name"": ""Altavista Films"", ""id"": 5084}, {""name"": ""Zeta Film"", ""id"": 11230}]",2000-06-16,2000000,20908467,154.0,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Released,mixed,low,low,6,gritty urban drama
58,tt0383574,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.","[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Second Mate Productions"", ""id"": 19936}]",2006-06-20,200000000,1065659812,151.0,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",Released,positive,high,high,9,swashbuckling fantasy adventure
59,tt0399146,A History of Violence,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""DC Comics"", ""id"": 429}, {""name"": ""BenderSpink"", ""id"": 6363}]",2005-09-23,32000000,60740827,96.0,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",Released,mixed,medium,medium,6,intense moral dilemma
62,tt0062622,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.","[{""name"": ""Stanley Kubrick Productions"", ""id"": 385}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",1968-04-10,10500000,68700000,149.0,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]",Released,positive,low,medium,8,philosophical space exploration
63,tt0114746,Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Classico"", ""id"": 17031}]",1995-12-29,29500000,168840000,129.0,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",Released,mixed,medium,medium,8,time-travel mystery thriller
64,tt0287467,Talk to Her,Two men share an odd friendship while they care for two women who are both in deep comas.,"[{""name"": ""Vía Digital"", ""id"": 357}, {""name"": ""Good Machine"", ""id"": 10565}, {""name"": ""El Deseo S.A."", ""id"": 11736}, {""name"": ""Antena 3 Televisión"", ""id"": 11737}]",2002-03-14,9285469,51001550,112.0,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Released,mixed,low,medium,7,emotional and surreal drama
65,tt0298203,8 Mile,"The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy ""B-Rabbit"" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke.","[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Mikona Productions GmbH & Co. KG"", ""id"": 24}]",2002-11-08,41000000,215000000,110.0,,"[{""id"": 18, ""name"": ""Drama""}]",Released,positive,medium,medium,8,inspiring hip hop journey
66,tt0118548,Absolute Power,A master thief coincidentally is robbing a house where a murder in which the President of The United States is involved occurs in front of his eyes. He is forced to run yet may hold evidence that could convict the President. A political thriller from and starring Clint Eastwood and based on a novel by David Baldacci.,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Malpaso Productions"", ""id"": 171}]",1997-02-14,50000000,50068310,121.0,,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Released,neutral,medium,low,5,political crime thriller
67,tt0445620,Paradise Now,Paradise Now is filmed from the perspective of two Palestinian men who are preparing to perform a suicide attack in Israel. This is the first film to deal with the subject of suicide bombers.,"[{""name"": ""Lama Films"", ""id"": 15}, {""name"": ""Augustus Film"", ""id"": 89}, {""name"": ""Lama Productions"", ""id"": 91}, {""name"": ""Lumer Films"", ""id"": 93}, {""name"": ""Hazazah Film"", ""id"": 95}, {""name"": ""Filmstiftung Nordrhein-Westfalen"", ""id"": 315}, {""name"": ""Razor Film Produktion GmbH"", ""id"": 703}, {""name"": ""Eurimages"", ""id"": 850}, {""name"": ""Nederlands Fonds voor de Film"", ""id"": 4508}, {""name"": ""Arte France Cinéma"", ""id"": 6916}, {""name"": ""Medienboard Berlin-Brandenburg"", ""id"": 7307}]",2005-02-14,0,3357075,90.0,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",Released,mixed,low,low,5,politically charged drama
68,tt0088846,Brazil,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.","[{""name"": ""Embassy International Pictures"", ""id"": 10214}]",1985-02-20,15000000,0,132.0,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",Released,mixed,medium,low,6,surreal bureaucratic satire
69,tt0358273,Walk the Line,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.","[{""name"": ""Tree Line Films"", ""id"": 84}, {""name"": ""Konrad Pictures"", ""id"": 85}, {""name"": ""Catfish Productions"", ""id"": 86}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Mars Media Beteiligungs"", ""id"": 6402}]",2005-09-13,28000000,186438883,136.0,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",Released,positive,medium,medium,8,inspiring musical biography
70,tt0405159,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.","[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Albert S. Ruddy Productions"", ""id"": 16311}]",2004-12-15,30000000,216763646,132.0,,"[{""id"": 18, ""name"": ""Drama""}]",Released,positive,medium,medium,8,inspiring sports drama
71,tt0249462,Billy Elliot,"Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!","[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Tiger Aspect Productions"", ""id"": 686}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Arts Council of England"", ""id"": 718}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""WT2 Productions"", ""id"": 10462}]",2000-05-18,5000000,110000000,110.0,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",Released,positive,low,high,9,inspiring dance journey
73,tt0120586,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.","[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Turman-Morrissey Company"", ""id"": 924}, {""name"": ""Savoy Pictures"", ""id"": 11308}]",1998-10-30,20000000,23875127,119.0,,"[{""id"": 18, ""name"": ""Drama""}]",Released,mixed,medium,low,5,intense moral struggle
74,tt0407304,War of the Worlds,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Amblin Entertainment"", ""id"": 56}]",2005-06-28,132000000,591739379,116.0,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",Released,neutral,high,high,8,intense alien invasion
75,tt0116996,Mars Attacks!,"'We come in peace' is not what those green men from Mars mean when they invade our planet, armed with irresistible weapons and a cruel sense of humor.  This star studded cast must play victim to the alien’s fun and games in this comedy homage to science fiction films of the '50s and '60s.","[{""name"": ""Tim Burton Productions"", ""id"": 8601}]",1996-12-12,70000000,101371017,106.0,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",Released,mixed,medium,medium,6,quirky alien invasion
76,tt0112471,Before Sunrise,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.","[{""name"": ""Detour Film Production"", ""id"": 98}, {""name"": ""Warner Bros."", ""id"": 6194}]",1995-01-27,2500000,5535405,105.0,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Released,positive,low,low,6,intimate romantic dialogue
77,tt0209144,Memento,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.","[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""I Remember Productions"", ""id"": 34446}]",2000-10-11,9000000,39723096,113.0,,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",Released,mixed,low,low,6,mind-bending mystery
78,tt0083658,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.","[{""name"": ""Shaw Brothers"", ""id"": 5798}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""The Ladd Company"", ""id"": 7965}]",1982-06-25,28000000,33139618,117.0,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Released,neutral,medium,low,5,philosophical sci-fi noir
79,tt0299977,Hero,One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China.,"[{""name"": ""Beijing New Picture Film Co. Ltd."", ""id"": 724}, {""name"": ""China Film Co-Production Corporation"", ""id"": 2269}]",2002-12-19,31000000,177394432,99.0,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",Released,positive,medium,medium,8,epic historical drama
80,tt0381681,Before Sunset,Nine years ago two strangers met by chance and spent a night in Vienna that ended before sunrise. They are about to meet for the first time since. Now they have one afternoon to find out if they belong together.,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Detour Film Production"", ""id"": 98}, {""name"": ""Warner Independent Pictures (WIP)"", ""id"": 11509}]",2004-02-10,2700000,15992615,80.0,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Released,positive,low,low,7,poignant romantic reunion
